SKU,BRAND,IME PRODUKTA,KATEGORIJA,PODKATEGORIJA,PODPODKATEGORIJA,KRATEK OPIS,DOLGI OPIS,CENA,SLIKE,URL
7350211,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/modra - 60m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/modra, 1× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / modra</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","342,82",https://shop-vertical.teufelberger.com/product/image/large/7350209_2.jpg,
7350212,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/modra - 35m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/modra, 2× spLIFE, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / modra</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","245,22",https://shop-vertical.teufelberger.com/product/image/large/7350209_2.jpg,
7350213,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/modra - 45m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/modra, 2× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / modra</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","295,24",https://shop-vertical.teufelberger.com/product/image/large/7350209_2.jpg,
7350214,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/modra - 60m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/modra, 2× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / modra</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>
 ","368,44",https://shop-vertical.teufelberger.com/product/image/large/7350209_2.jpg,
7350215,Teufelberger,"Vrv Tahyon 11,5 mm - zelena/modra  - 35m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm zelena/modra, 1× spLIFE, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> zelena / modra</li>
        <li><strong>Dolžina:</strong> 45,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","223,26",https://shop-vertical.teufelberger.com/product/image/large/7350216_1.jpg,
7350216,Teufelberger,"Vrv Tahyon 11,5 mm - zelena/modra  - 45m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm zelena/modra, 1× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> zelena / modra</li>
        <li><strong>Dolžina:</strong> 45,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>
","281,82",https://shop-vertical.teufelberger.com/product/image/large/7350216_1.jpg,
7350217,Teufelberger,"Vrv Tahyon 11,5 mm - zelena/modra  - 60m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm zelena/modra, 1× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> zelena / modra</li>
        <li><strong>Dolžina:</strong> 45,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>
","342,82",https://shop-vertical.teufelberger.com/product/image/large/7350216_1.jpg,
7350218,Teufelberger,"Vrv Tahyon 11,5 mm - zelena/modra  - 35m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm zelena/modra, 2× spLIFE, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> zelena / modra</li>
        <li><strong>Dolžina:</strong> 45,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>
","245,22",https://shop-vertical.teufelberger.com/product/image/large/7350216_1.jpg,
7350219,Teufelberger,"Vrv Tahyon 11,5 mm - zelena/modra  - 45m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm zelena/modra, 2× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> zelena / modra</li>
        <li><strong>Dolžina:</strong> 45,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>
","295,24",https://shop-vertical.teufelberger.com/product/image/large/7350216_1.jpg,
7350220,Teufelberger,"Vrv Tahyon 11,5 mm - zelena/modra  - 60m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm zelena/modra, 2× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> zelena / modra</li>
        <li><strong>Dolžina:</strong> 45,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>
","368,44",https://shop-vertical.teufelberger.com/product/image/large/7350216_1.jpg,
7350419,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/rumena  - 35m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/rumena, 1× spLIFE, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / rumena</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","223,26",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7350419_7.jpg,
7350420,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/rumena  - 45m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/rumena, 1× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / rumena</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","281,82",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7350419_7.jpg,
7350421,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/rumena  - 60m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/rumena, 1× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / rumena</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","342,82",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7350419_7.jpg,
7350422,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/rumena  - 35m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/rumena, 2× spLIFE, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / rumena</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","245,22",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7350419_7.jpg,
7350423,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/rumena  - 45m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/rumena, 2× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / rumena</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","295,24",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7350419_7.jpg,
7350424,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/rumena  - 60m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm oranžna/rumena, 2× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm – specifikacije</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> oranžna / rumena</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","368,44",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7350419_7.jpg,
C3221-11-01200,Teufelberger,"Vrv Fly 11,1 mm - rdeča/bela",VRVI,VRVI NA METER,,"Fly 11,1 mm rdeča, kolut, 366 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride pri sploščanju
        vrvi v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost vozlov
        in zanesljivo držanje vozlov med uporabo.
    </p>

</body>
</html>","4,76","https://shop-vertical.teufelberger.com/product/image/large/7361070_2.jpg,https://shop-vertical.teufelberger.com/product/image/large/7361070_7.jpg",
C3221-11-01800,Teufelberger,"Vrv Fly 11,1 mm - rdeča/bela",VRVI,VRVI NA METER,,"Fly 11,1 mm rdeča, kolut, 549 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride pri sploščanju
        vrvi v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost vozlov
        in zanesljivo držanje vozlov med uporabo.
    </p>

</body>
</html>","4,76","https://shop-vertical.teufelberger.com/product/image/large/7361070_2.jpg,https://shop-vertical.teufelberger.com/product/image/large/7361070_7.jpg",
C3222-11-01200,Teufelberger,"Vrv Dragonfly 11,1 mm - rumena/črna/oranžna",VRVI,VRVI NA METER,,"Dragonfly 11,1 mm rumena/črna/oranžna, kolut, 366 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride pri sploščanju
        vrvi v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost vozlov
        in zanesljivo držanje vozlov med uporabo.
    </p>

</body>
</html>","4,76","https://shop-vertical.teufelberger.com/product/image/large/7361070_2.jpg,https://shop-vertical.teufelberger.com/product/image/large/7361070_7.jpg",
C3222-11-01800,Teufelberger,"Vrv Dragonfly 11,1 mm - rumena/črna/oranžna",VRVI,VRVI NA METER,,"Dragonfly 11,1 mmrumena/črna/oranžna, kolut, 549 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride pri sploščanju
        vrvi v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost vozlov
        in zanesljivo držanje vozlov med uporabo.
    </p>

</body>
</html>","4,76","https://shop-vertical.teufelberger.com/product/image/large/7361070_2.jpg,https://shop-vertical.teufelberger.com/product/image/large/7361070_7.jpg",
7361070,Teufelberger,"Vrv Fly 11,1 mm - rdeča/bela -35 m",VRVI,DINAMIČNE VRVI,,"Fly 11,1 mm rdeča, 1× Slaice, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TEUFELBERGER FLY 11,1 mm – metrska prodaja</title>
</head>
<body>

    <h1>Arboristična vrv TEUFELBERGER FLY 11,1 mm – metrska prodaja</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Pakiranje:</strong> metrska prodaja</li>
        <li><strong>Material:</strong> PES, PA</li>
        <li><strong>Število pramenov opleta:</strong> 24</li>
        <li><strong>Premer vrvi:</strong> 11,1 mm</li>
        <li><strong>Raztezek:</strong> 1,6 % (pri 50–150 kg)</li>
        <li><strong>Teža:</strong> 86 g/m</li>
        <li><strong>Vezljivost (knotability):</strong> 0,5</li>
        <li><strong>Mejna nosilnost vrvi (MBS):</strong> 2.685 daN</li>
        <li><strong>Mejna nosilnost z ušesom (MBS):</strong> 1.700 daN</li>
        <li><strong>Certifikacija:</strong> EN 1891 A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Ena najlažjih in najmehkejših arborističnih vrvi na trgu.
        Idealno deluje z mehanskimi pozicijskimi napravami, kot so
        SpiderJack v. 2.1, v. 3 ali Rope Runner Pro.
    </p>

    <p>
        Zaradi zelo majhnega raztezka, le 1,6 %, je vrv primerna tudi za
        plezanje in delo v SRS (SRT) tehniki z uporabo naprav
        ZZ + Chicane ali Rope Runner Pro.
    </p>

    <h2>Konstrukcija in lastnosti</h2>
    <ul>
        <li>24-pramenski PES oplet z odličnim oprijemom za uporabo prusikovih vozlov</li>
        <li>poliamidna sredica zagotavlja natančno delo z vrvjo</li>
        <li>visoka odpornost proti obrabi zaradi poliestrskega opleta</li>
        <li>majhen raztezek pri običajni obremenitvi za natančno plezanje</li>
        <li>večji raztezek pri visoki obremenitvi za zmanjšanje tveganja poškodb ob padcu v vrv</li>
        <li>popolna združljivost z opremo za vrvi premera 11 mm</li>
    </ul>

</body>
</html>","218,38",https://skyman-cz.s9.cdn-upgates.com/_cache/4/3/43…85f97f92dab-05a6a28a40e80f5c6e4ac001fa24d149.jpeg,
7361072,Teufelberger,"Vrv Fly 11,1 mm - rdeča/bela -45 m",VRVI,DINAMIČNE VRVI,,"Fly 11,1 mm rdeča, 1× Slaice, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TEUFELBERGER FLY 11,1 mm – metrska prodaja</title>
</head>
<body>

    <h1>Arboristična vrv TEUFELBERGER FLY 11,1 mm – metrska prodaja</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Pakiranje:</strong> metrska prodaja</li>
        <li><strong>Material:</strong> PES, PA</li>
        <li><strong>Število pramenov opleta:</strong> 24</li>
        <li><strong>Premer vrvi:</strong> 11,1 mm</li>
        <li><strong>Raztezek:</strong> 1,6 % (pri 50–150 kg)</li>
        <li><strong>Teža:</strong> 86 g/m</li>
        <li><strong>Vezljivost (knotability):</strong> 0,5</li>
        <li><strong>Mejna nosilnost vrvi (MBS):</strong> 2.685 daN</li>
        <li><strong>Mejna nosilnost z ušesom (MBS):</strong> 1.700 daN</li>
        <li><strong>Certifikacija:</strong> EN 1891 A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Ena najlažjih in najmehkejših arborističnih vrvi na trgu.
        Idealno deluje z mehanskimi pozicijskimi napravami, kot so
        SpiderJack v. 2.1, v. 3 ali Rope Runner Pro.
    </p>

    <p>
        Zaradi zelo majhnega raztezka, le 1,6 %, je vrv primerna tudi za
        plezanje in delo v SRS (SRT) tehniki z uporabo naprav
        ZZ + Chicane ali Rope Runner Pro.
    </p>

    <h2>Konstrukcija in lastnosti</h2>
    <ul>
        <li>24-pramenski PES oplet z odličnim oprijemom za uporabo prusikovih vozlov</li>
        <li>poliamidna sredica zagotavlja natančno delo z vrvjo</li>
        <li>visoka odpornost proti obrabi zaradi poliestrskega opleta</li>
        <li>majhen raztezek pri običajni obremenitvi za natančno plezanje</li>
        <li>večji raztezek pri visoki obremenitvi za zmanjšanje tveganja poškodb ob padcu v vrv</li>
        <li>popolna združljivost z opremo za vrvi premera 11 mm</li>
    </ul>

</body>
</html>","269,62",https://skyman-cz.s9.cdn-upgates.com/_cache/4/3/43…85f97f92dab-05a6a28a40e80f5c6e4ac001fa24d149.jpeg,
7361092,Teufelberger,"Vrv Fly 11,1 mm - rdeča/bela -60 m",VRVI,DINAMIČNE VRVI,,"Fly 11,1 mm rdeča, 1× Slaice, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TEUFELBERGER FLY 11,1 mm – metrska prodaja</title>
</head>
<body>

    <h1>Arboristična vrv TEUFELBERGER FLY 11,1 mm – metrska prodaja</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Pakiranje:</strong> metrska prodaja</li>
        <li><strong>Material:</strong> PES, PA</li>
        <li><strong>Število pramenov opleta:</strong> 24</li>
        <li><strong>Premer vrvi:</strong> 11,1 mm</li>
        <li><strong>Raztezek:</strong> 1,6 % (pri 50–150 kg)</li>
        <li><strong>Teža:</strong> 86 g/m</li>
        <li><strong>Vezljivost (knotability):</strong> 0,5</li>
        <li><strong>Mejna nosilnost vrvi (MBS):</strong> 2.685 daN</li>
        <li><strong>Mejna nosilnost z ušesom (MBS):</strong> 1.700 daN</li>
        <li><strong>Certifikacija:</strong> EN 1891 A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Ena najlažjih in najmehkejših arborističnih vrvi na trgu.
        Idealno deluje z mehanskimi pozicijskimi napravami, kot so
        SpiderJack v. 2.1, v. 3 ali Rope Runner Pro.
    </p>

    <p>
        Zaradi zelo majhnega raztezka, le 1,6 %, je vrv primerna tudi za
        plezanje in delo v SRS (SRT) tehniki z uporabo naprav
        ZZ + Chicane ali Rope Runner Pro.
    </p>

    <h2>Konstrukcija in lastnosti</h2>
    <ul>
        <li>24-pramenski PES oplet z odličnim oprijemom za uporabo prusikovih vozlov</li>
        <li>poliamidna sredica zagotavlja natančno delo z vrvjo</li>
        <li>visoka odpornost proti obrabi zaradi poliestrskega opleta</li>
        <li>majhen raztezek pri običajni obremenitvi za natančno plezanje</li>
        <li>večji raztezek pri visoki obremenitvi za zmanjšanje tveganja poškodb ob padcu v vrv</li>
        <li>popolna združljivost z opremo za vrvi premera 11 mm</li>
    </ul>

</body>
</html>","342,82",https://skyman-cz.s9.cdn-upgates.com/_cache/4/3/43…85f97f92dab-05a6a28a40e80f5c6e4ac001fa24d149.jpeg,
